HPB,High Performance Blockchain,"HPB, High Performance Blockchain",HPB,High Performance Blockchain,"https://newsapi.org/v2/everything?language=en&q=(HPB)AND(""High Performance Blockchain"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
LINK,ChainLink,"LINK, ChainLink",LINK,ChainLink,"https://newsapi.org/v2/everything?language=en&q=(LINK)AND(""ChainLink"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
MCO,Monaco,"MCO, Monaco",MCO,Monaco,"https://newsapi.org/v2/everything?language=en&q=(MCO)AND(""Monaco"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
EMC,Emercoin,"EMC, Emercoin",EMC,Emercoin,"https://newsapi.org/v2/everything?language=en&q=(EMC)AND(""Emercoin"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
STORJ,Storj,"STORJ, Storj",STORJ,Storj,"https://newsapi.org/v2/everything?language=en&q=(STORJ)AND(""Storj"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
TRUE,True Chain,"TRUE, True Chain",TRUE,True Chain,"https://newsapi.org/v2/everything?language=en&q=(TRUE)AND(""True Chain"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
CVC,Civic,"CVC, Civic",CVC,Civic,"https://newsapi.org/v2/everything?language=en&q=(CVC)AND(""Civic"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
ACT,Achain,"ACT, Achain",ACT,Achain,"https://newsapi.org/v2/everything?language=en&q=(ACT)AND(""Achain"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
EOSDAC,eosDAC,"EOSDAC, eosDAC",EOSDAC,eosDAC,"https://newsapi.org/v2/everything?language=en&q=(EOSDAC)AND(""eosDAC"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
PAYX,Paypex,"PAYX, Paypex",PAYX,Paypex,"https://newsapi.org/v2/everything?language=en&q=(PAYX)AND(""Paypex"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
NEBL,Neblio,"NEBL, Neblio",NEBL,Neblio,"https://newsapi.org/v2/everything?language=en&q=(NEBL)AND(""Neblio"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
PAY,TenX,"PAY, TenX",PAY,TenX,"https://newsapi.org/v2/everything?language=en&q=(PAY)AND(""TenX"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
ZEN,ZenCash,"ZEN, ZenCash",ZEN,ZenCash,"https://newsapi.org/v2/everything?language=en&q=(ZEN)AND(""ZenCash"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
GBYTE,Byteball Bytes,"GBYTE, Byteball Bytes",GBYTE,Byteball Bytes,"https://newsapi.org/v2/everything?language=en&q=(GBYTE)AND(""Byteball Bytes"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
NEXO,Nexo,"NEXO, Nexo",NEXO,Nexo,"https://newsapi.org/v2/everything?language=en&q=(NEXO)AND(""Nexo"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
BTCD,BitcoinDark,"BTCD, BitcoinDark",BTCD,BitcoinDark,"https://newsapi.org/v2/everything?language=en&q=(BTCD)AND(""BitcoinDark"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
DENT,Dent,"DENT, Crypto",DENT,Crypto,"https://newsapi.org/v2/everything?language=en&q=(DENT)AND(""Crypto"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
QSP,Quantstamp,"QSP, Quantstamp",QSP,Quantstamp,"https://newsapi.org/v2/everything?language=en&q=(QSP)AND(""Quantstamp"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
NCASH,Nucleus Vision,"NCASH, Nucleus Vision",NCASH,Nucleus Vision,"https://newsapi.org/v2/everything?language=en&q=(NCASH)AND(""Nucleus Vision"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
XAS,Asch,"XAS, Asch",XAS,Asch,"https://newsapi.org/v2/everything?language=en&q=(XAS)AND(""Asch"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
R,Revain,"R, Revain",R,Revain,"https://newsapi.org/v2/everything?language=en&q=(R)AND(""Revain"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
SMART,SmartCash,"SMART, SmartCash",SMART,SmartCash,"https://newsapi.org/v2/everything?language=en&q=(SMART)AND(""SmartCash"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
ICN,Iconomi,"ICN, Iconomi",ICN,Iconomi,"https://newsapi.org/v2/everything?language=en&q=(ICN)AND(""Iconomi"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
AGI,SingularityNET,"AGI, SingularityNET",AGI,SingularityNET,"https://newsapi.org/v2/everything?language=en&q=(AGI)AND(""SingularityNET"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
TNB,Time New Bank,"TNB, Time New Bank",TNB,Time New Bank,"https://newsapi.org/v2/everything?language=en&q=(TNB)AND(""Time New Bank"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
REQ,Request Network,"REQ, Request Network",REQ,Request Network,"https://newsapi.org/v2/everything?language=en&q=(REQ)AND(""Request Network"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
CND,Cindicator,"CND, Cindicator",CND,Cindicator,"https://newsapi.org/v2/everything?language=en&q=(CND)AND(""Cindicator"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
IHT,IHT Real Estate,"IHT, IHT Real Estate",IHT,IHT Real Estate,"https://newsapi.org/v2/everything?language=en&q=(IHT)AND(""IHT Real Estate"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
LYM,Lympo,"LYM, Lympo",LYM,Lympo,"https://newsapi.org/v2/everything?language=en&q=(LYM)AND(""Lympo"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
RUFF,Ruff,"RUFF, Bitcoin",RUFF,Bitcoin,"https://newsapi.org/v2/everything?language=en&q=(RUFF)AND(""Bitcoin"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
ABT,Arcblock,"ABT, Arcblock",ABT,Arcblock,"https://newsapi.org/v2/everything?language=en&q=(ABT)AND(""Arcblock"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
DPY,Delphy,"DPY, Delphy",DPY,Delphy,"https://newsapi.org/v2/everything?language=en&q=(DPY)AND(""Delphy"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
ANT,Aragon,"ANT, Aragon",ANT,Aragon,"https://newsapi.org/v2/everything?language=en&q=(ANT)AND(""Aragon"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
ENJ,Enjin Coin,"ENJ, Enjin Coin",ENJ,Enjin Coin,"https://newsapi.org/v2/everything?language=en&q=(ENJ)AND(""Enjin Coin"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
BLZ,Bluzelle,"BLZ, Bluzelle",BLZ,Bluzelle,"https://newsapi.org/v2/everything?language=en&q=(BLZ)AND(""Bluzelle"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
GTC,Game.com,"GTC, Game.com",GTC,Game.com,"https://newsapi.org/v2/everything?language=en&q=(GTC)AND(""Game.com"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
GNO,Gnosis,"GNO, Gnosis",GNO,Gnosis,"https://newsapi.org/v2/everything?language=en&q=(GNO)AND(""Gnosis"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
DATA,Streamr DATAcoin,"DATA, Streamr DATAcoin",DATA,Streamr DATAcoin,"https://newsapi.org/v2/everything?language=en&q=(DATA)AND(""Streamr DATAcoin"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
POA,POA Network,"POA, POA Network",POA,POA Network,"https://newsapi.org/v2/everything?language=en&q=(POA)AND(""POA Network"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
SAN,Santiment Network Token,"SAN, Santiment Network Token",SAN,Santiment Network Token,"https://newsapi.org/v2/everything?language=en&q=(SAN)AND(""Santiment Network Token"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
MDS,MediShares,"MDS, MediShares",MDS,MediShares,"https://newsapi.org/v2/everything?language=en&q=(MDS)AND(""MediShares"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
PART,Particl,"PART, Bitcoin",PART,Bitcoin,"https://newsapi.org/v2/everything?language=en&q=(PART)AND(""Bitcoin"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
SMT,SmartMesh,"SMT, SmartMesh",SMT,SmartMesh,"https://newsapi.org/v2/everything?language=en&q=(SMT)AND(""SmartMesh"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
MTL,Metal,"MTL, Metal",MTL,Metal,"https://newsapi.org/v2/everything?language=en&q=(MTL)AND(""Metal"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
SRN,SIRIN LABS Token,"SRN, SIRIN LABS Token",SRN,SIRIN LABS Token,"https://newsapi.org/v2/everything?language=en&q=(SRN)AND(""SIRIN LABS Token"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
BTO,Bottos,"BTO, Bottos",BTO,Bottos,"https://newsapi.org/v2/everything?language=en&q=(BTO)AND(""Bottos"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
GRS,Groestlcoin,"GRS, Groestlcoin",GRS,Groestlcoin,"https://newsapi.org/v2/everything?language=en&q=(GRS)AND(""Groestlcoin"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
TKY,THEKEY,"TKY, THEKEY",TKY,THEKEY,"https://newsapi.org/v2/everything?language=en&q=(TKY)AND(""THEKEY"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
GAME,GameCredits,"GAME, GameCredits",GAME,GameCredits,"https://newsapi.org/v2/everything?language=en&q=(GAME)AND(""GameCredits"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
VTC,Vertcoin,"VTC, Vertcoin",VTC,Vertcoin,"https://newsapi.org/v2/everything?language=en&q=(VTC)AND(""Vertcoin"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
GNX,Genaro Network,"GNX, Genaro Network",GNX,Genaro Network,"https://newsapi.org/v2/everything?language=en&q=(GNX)AND(""Genaro Network"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
STQ,Storiqa,"STQ, Storiqa",STQ,Storiqa,"https://newsapi.org/v2/everything?language=en&q=(STQ)AND(""Storiqa"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
IGNIS,Ignis,"IGNIS, Crypto",IGNIS,Crypto,"https://newsapi.org/v2/everything?language=en&q=(IGNIS)AND(""Crypto"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
SPHTX,SophiaTX,"SPHTX, SophiaTX",SPHTX,SophiaTX,"https://newsapi.org/v2/everything?language=en&q=(SPHTX)AND(""SophiaTX"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
SNM,SONM,"SNM, SONM",SNM,SONM,"https://newsapi.org/v2/everything?language=en&q=(SNM)AND(""SONM"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
CVT,CyberVein,"CVT, CyberVein",CVT,CyberVein,"https://newsapi.org/v2/everything?language=en&q=(CVT)AND(""CyberVein"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
XDN,DigitalNote,"XDN, DigitalNote",XDN,DigitalNote,"https://newsapi.org/v2/everything?language=en&q=(XDN)AND(""DigitalNote"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
DTR,Dynamic Trading Rights,"DTR, Dynamic Trading Rights",DTR,Dynamic Trading Rights,"https://newsapi.org/v2/everything?language=en&q=(DTR)AND(""Dynamic Trading Rights"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
POE,Po.et,"POE, Po.et",POE,Po.et,"https://newsapi.org/v2/everything?language=en&q=(POE)AND(""Po.et"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
DEW,DEW,"DEW, Bitcoin",DEW,Bitcoin,"https://newsapi.org/v2/everything?language=en&q=(DEW)AND(""Bitcoin"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
PLR,Pillar,"PLR, Pillar",PLR,Pillar,"https://newsapi.org/v2/everything?language=en&q=(PLR)AND(""Pillar"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
RDN,Raiden Network,"RDN, Raiden Network",RDN,Raiden Network,"https://newsapi.org/v2/everything?language=en&q=(RDN)AND(""Raiden Network"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
BOS,BOScoin,"BOS, BOScoin",BOS,BOScoin,"https://newsapi.org/v2/everything?language=en&q=(BOS)AND(""BOScoin"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
VEE,BLOCKv,"VEE, BLOCKv",VEE,BLOCKv,"https://newsapi.org/v2/everything?language=en&q=(VEE)AND(""BLOCKv"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
CS,Credits,"CS, Credits, Bitcoin",CS,Credits Bitcoin,"https://newsapi.org/v2/everything?language=en&q=(CS)AND(""Credits Bitcoin"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
CRPT,Crypterium,"CRPT, Crypterium",CRPT,Crypterium,"https://newsapi.org/v2/everything?language=en&q=(CRPT)AND(""Crypterium"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
NKN,NKN,"NKN, Bitcoin",NKN,Bitcoin,"https://newsapi.org/v2/everything?language=en&q=(NKN)AND(""Bitcoin"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
GVT,Genesis Vision,"GVT, Genesis Vision",GVT,Genesis Vision,"https://newsapi.org/v2/everything?language=en&q=(GVT)AND(""Genesis Vision"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
NAV,NavCoin,"NAV, NavCoin",NAV,NavCoin,"https://newsapi.org/v2/everything?language=en&q=(NAV)AND(""NavCoin"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
ITC,IoT Chain,"ITC, IoT Chain",ITC,IoT Chain,"https://newsapi.org/v2/everything?language=en&q=(ITC)AND(""IoT Chain"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
AMB,Ambrosus,"AMB, Ambrosus",AMB,Ambrosus,"https://newsapi.org/v2/everything?language=en&q=(AMB)AND(""Ambrosus"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
DTA,DATA,"DTA, Crypto",DTA,Crypto,"https://newsapi.org/v2/everything?language=en&q=(DTA)AND(""DATA"")AND(""CRYPTO"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
UBQ,Ubiq,"UBQ, Ubiq",UBQ,Ubiq,"https://newsapi.org/v2/everything?language=en&q=(UBQ)AND(""Ubiq"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
TRAC,OriginTrail,"TRAC, OriginTrail",TRAC,OriginTrail,"https://newsapi.org/v2/everything?language=en&q=(TRAC)AND(""OriginTrail"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
C20,CRYPTO20,"C20, CRYPTO20",C20,CRYPTO20,"https://newsapi.org/v2/everything?language=en&q=(C20)AND(""CRYPTO20"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
TPAY,TokenPay,"TPAY, TokenPay",TPAY,TokenPay,"https://newsapi.org/v2/everything?language=en&q=(TPAY)AND(""TokenPay"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
INK,Ink,"INK, Bitcoin",INK,Bitcoin,"https://newsapi.org/v2/everything?language=en&q=(INK)AND(""Bitcoin"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
CPX,Apex,"CPX, Apex",CPX,Apex,"https://newsapi.org/v2/everything?language=en&q=(CPX)AND(""Apex"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
MTC,Docademic,"MTC, Docademic",MTC,Docademic,"https://newsapi.org/v2/everything?language=en&q=(MTC)AND(""Docademic"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
JNT,Jibrel Network,"JNT, Jibrel Network",JNT,Jibrel Network,"https://newsapi.org/v2/everything?language=en&q=(JNT)AND(""Jibrel Network"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
EXC,Eximchain,"EXC, Eximchain",EXC,Eximchain,"https://newsapi.org/v2/everything?language=en&q=(EXC)AND(""Eximchain"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
BCO,BridgeCoin,"BCO, BridgeCoin",BCO,BridgeCoin,"https://newsapi.org/v2/everything?language=en&q=(BCO)AND(""BridgeCoin"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
BURST,Burst,"BURST, Bitcoin",BURST,Bitcoin,"https://newsapi.org/v2/everything?language=en&q=(BURST)AND(""Bitcoin"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
REN,Republic Protocol,"REN, Republic Protocol",REN,Republic Protocol,"https://newsapi.org/v2/everything?language=en&q=(REN)AND(""Republic Protocol"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
AUTO,Cube,"AUTO, Crypto",AUTO,Crypto,"https://newsapi.org/v2/everything?language=en&q=(AUTO)AND(""Cube"")AND(""Crypto"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
IOTX,IoTeX,"IOTX, IoTeX",IOTX,IoTeX,"https://newsapi.org/v2/everything?language=en&q=(IOTX)AND(""IoTeX"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
BTX,Bitcore,"BTX, Bitcore",BTX,Bitcore,"https://newsapi.org/v2/everything?language=en&q=(BTX)AND(""Bitcore"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
ZCL,ZClassic,"ZCL, ZClassic",ZCL,ZClassic,"https://newsapi.org/v2/everything?language=en&q=(ZCL)AND(""ZClassic"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
EKT,EDUCare,"EKT, EDUCare",EKT,EDUCare,"https://newsapi.org/v2/everything?language=en&q=(EKT)AND(""EDUCare"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
BRD,Bread,"BRD, Bread",BRD,Bread,"https://newsapi.org/v2/everything?language=en&q=(BRD)AND(""Bread"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
XPM,Primecoin,"XPM, Primecoin",XPM,Primecoin,"https://newsapi.org/v2/everything?language=en&q=(XPM)AND(""Primecoin"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
LEND,ETHLend,"LEND, ETHLend",LEND,ETHLend,"https://newsapi.org/v2/everything?language=en&q=(LEND)AND(""ETHLend"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
PPC,Peercoin,"PPC, Peercoin",PPC,Peercoin,"https://newsapi.org/v2/everything?language=en&q=(PPC)AND(""Peercoin"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
TEN,Tokenomy,"TEN, Tokenomy",TEN,Tokenomy,"https://newsapi.org/v2/everything?language=en&q=(TEN)AND(""Tokenomy"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
XSN,Stakenet,"XSN, Stakenet",XSN,Stakenet,"https://newsapi.org/v2/everything?language=en&q=(XSN)AND(""Stakenet"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
TIO,Trade Token,"TIO, Trade Token",TIO,Trade Token,"https://newsapi.org/v2/everything?language=en&q=(TIO)AND(""Trade Token"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
TEL,Telcoin,"TEL, Telcoin",TEL,Telcoin,"https://newsapi.org/v2/everything?language=en&q=(TEL)AND(""Telcoin"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
ECA,Electra,"ECA, Electra",ECA,Electra,"https://newsapi.org/v2/everything?language=en&q=(ECA)AND(""Electra"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
OST,OST,"OST, Bitcoin",OST,Bitcoin,"https://newsapi.org/v2/everything?language=en&q=(OST)AND(""Bitcoin"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
RPX,Red Pulse,"RPX, Red Pulse",RPX,Red Pulse,"https://newsapi.org/v2/everything?language=en&q=(RPX)AND(""Red Pulse"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
TUSD,TrueUSD,"TUSD, TrueUSD",TUSD,TrueUSD,"https://newsapi.org/v2/everything?language=en&q=(TUSD)AND(""TrueUSD"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
DAX,DAEX,"DAX, DAEX",DAX,DAEX,"https://newsapi.org/v2/everything?language=en&q=(DAX)AND(""DAEX"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
EDG,Edgeless,"EDG, Edgeless",EDG,Edgeless,"https://newsapi.org/v2/everything?language=en&q=(EDG)AND(""Edgeless"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
DAI,Dai,"DAI, Bitcoin",DAI,Bitcoin,"https://newsapi.org/v2/everything?language=en&q=(DAI)AND(""Bitcoin"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
EDO,Eidoo,"EDO, Eidoo",EDO,Eidoo,"https://newsapi.org/v2/everything?language=en&q=(EDO)AND(""Eidoo"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
TOMO,TomoChain,"TOMO, TomoChain",TOMO,TomoChain,"https://newsapi.org/v2/everything?language=en&q=(TOMO)AND(""TomoChain"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
ADX,AdEx,"ADX, AdEx",ADX,AdEx,"https://newsapi.org/v2/everything?language=en&q=(ADX)AND(""AdEx"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
WGR,Wagerr,"WGR, Wagerr",WGR,Wagerr,"https://newsapi.org/v2/everything?language=en&q=(WGR)AND(""Wagerr"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
EMC2,Einsteinium,"EMC2, Einsteinium",EMC2,Einsteinium,"https://newsapi.org/v2/everything?language=en&q=(EMC2)AND(""Einsteinium"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
SWM,Swarm,"SWM, Swarm",SWM,Swarm,"https://newsapi.org/v2/everything?language=en&q=(SWM)AND(""Swarm"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
RKT,Rock,"RKT, Rock",RKT,Rock,"https://newsapi.org/v2/everything?language=en&q=(RKT)AND(""Rock"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
RCN,Ripio Credit Network,"RCN, Ripio Credit Network",RCN,Ripio Credit Network,"https://newsapi.org/v2/everything?language=en&q=(RCN)AND(""Ripio Credit Network"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
BAX,BABB,"BAX, BABB",BAX,BABB,"https://newsapi.org/v2/everything?language=en&q=(BAX)AND(""BABB"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
QRL,Quantum Resistant Ledger,"QRL, Quantum Resistant Ledger",QRL,Quantum Resistant Ledger,"https://newsapi.org/v2/everything?language=en&q=(QRL)AND(""Quantum Resistant Ledger"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
